AID	role	content	content_segmented	number	songtablet	action	book
4760	NULL	恁雙人再去說話	恁/雙/人/再/去/說/話	29.172	NULL	NULL	荔鏡記--嘉靖
4761	NULL	阮去聽候啞媽	阮/去/聽候/啞/媽	29.173	NULL	NULL	荔鏡記--嘉靖
4762	旦問	益春去了，阮也卜去	益/春/去/了/，/阮/也/卜/去	29.174	NULL	占下	荔鏡記--嘉靖
4763	NULL	畏啞媽醒了尋阮	畏/啞/媽/醒/了/尋/阮	29.175	NULL	NULL	荔鏡記--嘉靖
4764	NULL	R只心內驚R	R/只/心內/驚/R	29.176	NULL	NULL	荔鏡記--嘉靖
4765	生	娘仔今不畏，驚過了	娘仔/今/不/畏/，/驚/過/了	29.177	NULL	NULL	荔鏡記--嘉靖
4766	NULL	天色句未光	天色/句/未/光	29.178	NULL	NULL	荔鏡記--嘉靖
4767	NULL	再共娘仔說話	再/共/娘仔/說/話	29.179	NULL	NULL	荔鏡記--嘉靖
4768	生	見說洛陽花似錦	見/說/洛陽花/似/錦	29.18	皂羅袍	NULL	荔鏡記--嘉靖
4769	NULL	果然娘仔有只真心	果然/娘仔/有/只/真心	29.181	NULL	NULL	荔鏡記--嘉靖
4770	旦	江水雖深	江水/雖/深	29.182	NULL	NULL	荔鏡記--嘉靖
4771	NULL	無恁人情深	無/恁/人情/深	29.183	NULL	NULL	荔鏡記--嘉靖
4772	合	雙人做卜如花似錦	雙/人/做/卜/如/花/似/錦	29.184	NULL	NULL	荔鏡記--嘉靖
4773	NULL	思想起來悶刈人心	思想/起來/悶/刈/人心	29.185	NULL	NULL	荔鏡記--嘉靖
4774	旦	爹媽若卜得知	爹/媽/若/卜/得/知	29.186	NULL	NULL	荔鏡記--嘉靖
4775	NULL	了為君喪身	了/為/君/喪/身	29.187	NULL	NULL	荔鏡記--嘉靖
4776	NULL	勸君千萬莫得忘情	勸/君/千萬/莫/得/忘情	29.188	NULL	NULL	荔鏡記--嘉靖
4777	NULL	阮今生死那卜為恁	阮/今生/死/那/卜/為/恁	29.189	NULL	NULL	荔鏡記--嘉靖
4778	生	娘仔你莫得心悶	娘仔/你/莫/得心/悶	29.19	NULL	NULL	荔鏡記--嘉靖
4779	NULL	阮不比王魁負心	阮/不比/王/魁/負心	29.191	NULL	NULL	荔鏡記--嘉靖
4780	NULL	天地責罰定都如神	天地/責罰/定都/如/神	29.192	NULL	NULL	荔鏡記--嘉靖
4781	旦	君你有意	君/你/有意	29.193	NULL	NULL	荔鏡記--嘉靖
4782	NULL	阮今惜恁如金	阮/今/惜/恁/如/金	29.194	NULL	NULL	荔鏡記--嘉靖
4783	NULL	穿線入石也卜共恁一樣心	穿/線/入/石/也/卜/共/恁/一樣/心	29.195	NULL	NULL	荔鏡記--嘉靖
4784	NULL	有緣千里相見面	有緣/千/里/相見面	29.196	NULL	尾聲	荔鏡記--嘉靖
4785	NULL	那憑荔枝結姻親	那/憑/荔枝/結/姻親	29.197	NULL	NULL	荔鏡記--嘉靖
4786	NULL	記得今冥恩愛深	記得/今/冥/恩愛/深	29.198	NULL	NULL	荔鏡記--嘉靖
4787	NULL	野外看花滿地開	野外/看/花/滿/地/開	29.199	NULL	NULL	荔鏡記--嘉靖
4788	NULL	林中連理共枝栽	林/中/連理/共/枝/栽	29.2	NULL	NULL	荔鏡記--嘉靖
4789	NULL	百年夫婦今宵會	百年/夫婦/今/宵/會	29.201	NULL	NULL	荔鏡記--嘉靖
4790	NULL	一段姻緣天上來	一/段/姻緣/天/上來	29.202	NULL	並下	荔鏡記--嘉靖
4791	NULL	林大催親	林/大/催/親	30	NULL	第三十出	荔鏡記--嘉靖
4792	淨	林郎風騷打扮不輕可	林/郎/風騷/打扮/不/輕可	30.001	賞宮花	NULL	荔鏡記--嘉靖
4793	NULL	近日卜櫒ㄙ，好得桃	近/日/卜/櫒ㄙ/，/好得/桃	30.002	NULL	NULL	荔鏡記--嘉靖
4794	NULL	滿廳諸親來慶賀	滿/廳/諸/親/來/慶賀	30.003	NULL	NULL	荔鏡記--嘉靖
4795	NULL	我只仔婿無處討	我/只/仔/婿/無/處/討	30.004	NULL	NULL	荔鏡記--嘉靖
4796	NULL	小子姓林，叫做大鼻	小/子/姓/林/，/叫做/大/鼻	30.005	NULL	NULL	荔鏡記--嘉靖
4797	NULL	貪花亂酒，無時離	貪花/亂/酒/，/無/時/離	30.006	NULL	NULL	荔鏡記--嘉靖
4798	NULL	有金有銀有田地	有/金/有/銀/有/田地	30.007	NULL	NULL	荔鏡記--嘉靖
4799	NULL	那是可惜婚頭遲	那/是/可惜/婚/頭/遲	30.008	NULL	NULL	荔鏡記--嘉靖
4800	NULL	阮媽共阮說	阮/媽/共/阮/說	30.009	NULL	NULL	荔鏡記--嘉靖
4801	NULL	擇只九月重陽卜櫒ㄙ度我	擇/只/九月/重陽/卜/櫒ㄙ/度/我	30.01	NULL	NULL	荔鏡記--嘉靖
4802	NULL	甲我先去共媒人說	甲/我/先/去/共/媒人/說	30.011	NULL	NULL	荔鏡記--嘉靖
4803	NULL	甲阮丈人九郎公辦嫁妝	甲/阮/丈人/九/郎/公/辦嫁妝	30.012	NULL	NULL	荔鏡記--嘉靖
4804	NULL	今不免來去共李婆說一聲	今/不免/來去/共/李/婆/說/一/聲	30.013	NULL	NULL	荔鏡記--嘉靖
4805	NULL	行長街過短巷	行/長/街/過/短/巷	30.014	NULL	NULL	荔鏡記--嘉靖
4806	NULL	只處便是媒姨門兜	只/處/便/是/媒/姨/門/兜	30.015	NULL	NULL	荔鏡記--嘉靖
4807	NULL	不免叫一聲	不免/叫/一/聲	30.016	NULL	NULL	荔鏡記--嘉靖
4808	NULL	是誰	是/誰	30.017	NULL	叫介 丑內應介	荔鏡記--嘉靖
4809	淨	是林大爹	是/林/大/爹	30.018	NULL	NULL	荔鏡記--嘉靖
4810	丑	請坐，待來	請/坐/，/待/來	30.019	NULL	NULL	荔鏡記--嘉靖
4811	NULL	姻緣佳哉都是命推排	姻緣/佳哉/都/是/命/推/排	30.02	NULL	NULL	荔鏡記--嘉靖
4812	NULL	那畏五娘仔皺雙眉	那/畏/五娘/仔皺/雙/眉	30.021	NULL	NULL	荔鏡記--嘉靖
4813	NULL	林厝官人外頭請	林/厝/官人/外頭/請	30.022	NULL	NULL	荔鏡記--嘉靖
4814	NULL	定是卜討姻緣事	定/是/卜/討/姻緣/事	30.023	NULL	NULL	荔鏡記--嘉靖
4815	淨唱	仗媒姨，我說乞你聽	仗/媒/姨/，/我/說/乞/你/聽	30.024	婁婁金	丑見	荔鏡記--嘉靖
4816	NULL	約定只九月卜櫒娘仔	約定/只/九月/卜/櫒/娘仔	30.025	NULL	NULL	荔鏡記--嘉靖
4817	NULL	免得我冥日費心情	免得/我/冥/日/費心情	30.026	NULL	NULL	荔鏡記--嘉靖
4818	丑	九月可緊	九月/可/緊	30.027	NULL	NULL	荔鏡記--嘉靖
4819	NULL	恐畏嫁妝未便	恐畏/嫁妝/未/便	30.028	NULL	NULL	荔鏡記--嘉靖
4820	NULL	再擇別月	再/擇/別/月	30.029	NULL	NULL	荔鏡記--嘉靖
4821	淨	別月不是櫒ㄙ月	別/月/不是/櫒ㄙ/月	30.03	NULL	NULL	荔鏡記--嘉靖
4822	NULL	煩你只去說卜分明	煩/你/只/去/說/卜/分明	30.031	NULL	NULL	荔鏡記--嘉靖
4823	丑	做媒人有主張	做媒人/有/主張	30.032	NULL	NULL	荔鏡記--嘉靖
4824	NULL	姻緣好事志，莫比如常	姻緣/好事/志/，/莫/比如/常	30.033	NULL	NULL	荔鏡記--嘉靖
4825	NULL	安排好禮聘，在人手上	安排/好禮/聘/，/在人/手/上	30.034	NULL	NULL	荔鏡記--嘉靖
4826	NULL	金花表裏共豬羊	金花/表裏/共/豬/羊	30.035	NULL	NULL	荔鏡記--嘉靖
4827	NULL	好仔婿	好/仔/婿	30.036	NULL	NULL	荔鏡記--嘉靖
4828	NULL	打扮也卜風流	打扮/也/卜/風流	30.037	NULL	NULL	荔鏡記--嘉靖
4829	淨	我只仔婿誰會可強？安排好大轎七八人扛	我/只/仔/婿/誰/會/可/強/？/安排/好/大/轎/七/八人扛	30.038	NULL	NULL	荔鏡記--嘉靖
4830	丑	簥那是四人扛	簥/那/是/四/人/扛	30.039	NULL	NULL	荔鏡記--嘉靖
4831	NULL	林大爹好如魯，七八人扛是侢年	林/大/爹/好/如/魯/，/七/八人扛/是/侢/年	30.04	NULL	NULL	荔鏡記--嘉靖
4832	淨	你真村人？阮公許時送喪三十二人扛	你/真/村/人/？/阮/公/許/時/送/喪/三十/二/人/扛	30.041	NULL	NULL	荔鏡記--嘉靖
4833	丑	只櫒ㄙ是吉事，許便是凶事	只/櫒ㄙ/是/吉/事/，/許/便/是/凶/事	30.042	NULL	NULL	荔鏡記--嘉靖
4834	淨	今那用四人扛。安排好大轎，三四人扛	今/那/用/四/人/扛/。/安排/好/大/轎/，/三/四/人/扛	30.043	NULL	NULL	荔鏡記--嘉靖
4835	NULL	大銅淳愛鼓，排都成行	大/銅/淳/愛/鼓/，/排/都/成/行	30.044	NULL	NULL	荔鏡記--嘉靖
4836	NULL	展起青春仔婿郎	展/起/青春/仔/婿/郎	30.045	NULL	NULL	荔鏡記--嘉靖
4837	丑	你卜乜謝我	你/卜/乜/謝/我	30.046	NULL	NULL	荔鏡記--嘉靖
4838	淨	謝你金花表裏	謝/你/金花/表裏	30.047	NULL	NULL	荔鏡記--嘉靖
4839	NULL	插卜銀瓶花捲	插/卜/銀/瓶/花/捲	30.048	NULL	NULL	荔鏡記--嘉靖
4840	NULL	擇定九月卜娶親	擇/定/九月/卜/娶/親	30.049	NULL	NULL	荔鏡記--嘉靖
4841	NULL	煩你只去說來因	煩/你/只/去/說/來/因	30.05	NULL	NULL	荔鏡記--嘉靖
4842	NULL	只去若煩說得佳	只/去/若/煩/說/得/佳	30.051	NULL	NULL	荔鏡記--嘉靖
4843	NULL	銷金帳內囉哩嗹	銷/金/帳/內/囉/哩/嗹	30.052	NULL	NULL	荔鏡記--嘉靖
4844	NULL	李婆催親	李/婆/催/親	31	NULL	第三十一出	荔鏡記--嘉靖
4845	外	著仔刈吊心憔懆	著/仔刈/吊/心/憔懆	31.001	菊花新	NULL	荔鏡記--嘉靖
4846	NULL	算得來做侢得好	算/得來/做/侢/得/好	31.002	NULL	NULL	荔鏡記--嘉靖
4847	NULL	仔兒不願嫁林厝	仔/兒/不/願/嫁/林/厝	31.003	NULL	NULL	荔鏡記--嘉靖
4848	NULL	那畏姻緣不朝羅	那/畏/姻緣/不/朝/羅	31.004	NULL	NULL	荔鏡記--嘉靖
4849	NULL	金井梧桐葉落枝	金/井/梧桐/葉/落/枝	31.005	NULL	NULL	荔鏡記--嘉靖
4850	NULL	返頭不覺又一年	返頭/不覺/又/一/年	31.006	NULL	NULL	荔鏡記--嘉靖
4851	NULL	一年一歲人易老	一/年/一/歲/人/易/老	31.007	NULL	NULL	荔鏡記--嘉靖
4852	NULL	更無二度再後生	更/無/二/度/再/後生	31.008	NULL	NULL	荔鏡記--嘉靖
4853	NULL	那因仔兒不願嫁林厝	那/因/仔/兒/不/願/嫁/林/厝	31.009	NULL	NULL	荔鏡記--嘉靖
4854	NULL	冥日苦切做侢得好	冥/日/苦/切/做/侢/得/好	31.01	NULL	NULL	荔鏡記--嘉靖
4855	NULL	只事且覓一邊	只/事/且/覓/一邊	31.011	NULL	NULL	荔鏡記--嘉靖
4856	NULL	不免叫陳三收拾租帳	不免/叫/陳三/收拾/租/帳	31.012	NULL	NULL	荔鏡記--嘉靖
4857	NULL	共我上庄討租	共/我/上/庄/討/租	31.013	NULL	NULL	荔鏡記--嘉靖
4858	NULL	叫得陳三過來	叫/得/陳三/過來	31.014	NULL	NULL	荔鏡記--嘉靖
4859	生	落在屋簷下	落在/屋/簷/下	31.015	NULL	NULL	荔鏡記--嘉靖
4860	NULL	曾敢不低頭	曾/敢/不/低/頭	31.016	NULL	NULL	荔鏡記--嘉靖
4861	NULL	九郎叫做乜事	九/郎/叫做/乜/事	31.017	NULL	NULL	荔鏡記--嘉靖
4862	外	你力西軒內租簿收拾	你/力/西/軒/內/租/簿/收拾	31.018	NULL	NULL	荔鏡記--嘉靖
4863	NULL	共我去赤水庄討租	共/我/去/赤/水/庄/討/租	31.019	NULL	NULL	荔鏡記--嘉靖
4864	生	陳三就去	陳三/就/去	31.02	NULL	NULL	荔鏡記--嘉靖
4865	丑	著意栽花R不發	著/意/栽/花/R/不/發	31.021	NULL	生下丑上	荔鏡記--嘉靖
4866	NULL	等閑插柳R成陰	等/閑/插/柳/R/成/陰	31.022	NULL	NULL	荔鏡記--嘉靖
4867	丑	九郎萬福	九/郎/萬福	31.023	NULL	NULL	荔鏡記--嘉靖
4868	外	媒姨請坐	媒/姨/請/坐	31.024	NULL	NULL	荔鏡記--嘉靖
4869	NULL	媒姨來貴幹	媒/姨/來/貴/幹	31.025	NULL	NULL	荔鏡記--嘉靖
4870	丑	婆仔無事不登三寶殿	婆仔/無/事/不/登/三/寶/殿	31.026	NULL	NULL	荔鏡記--嘉靖
4871	NULL	因林官人擇只九月，卜娶千金親情	因/林/官人/擇/只/九月/，/卜/娶/千金/親情	31.027	NULL	NULL	荔鏡記--嘉靖
4872	NULL	婆仔直來說知	婆仔/直/來/說/知	31.028	NULL	NULL	荔鏡記--嘉靖
4873	NULL	乞九郎放早辦嫁妝	乞/九/郎/放早/辦嫁妝	31.029	NULL	NULL	荔鏡記--嘉靖
4874	外	男大當婚，女大當嫁	男/大/當/婚/，/女大當嫁	31.03	NULL	NULL	荔鏡記--嘉靖
4875	NULL	那是我仔心中不願	那/是/我/仔/心/中/不/願	31.031	NULL	NULL	荔鏡記--嘉靖
4876	NULL	做侢得好	做/侢/得/好	31.032	NULL	NULL	荔鏡記--嘉靖
4877	外	親情既許不推辭	親情/既/許/不/推辭	31.033	四邊靜	NULL	荔鏡記--嘉靖
4878	NULL	仔兒無所見	仔/兒/無/所/見	31.034	NULL	NULL	荔鏡記--嘉靖
4879	NULL	不願嫁林厝	不/願/嫁/林/厝	31.035	NULL	NULL	荔鏡記--嘉靖
4880	NULL	冥日苦切啼	冥/日/苦/切/啼	31.036	NULL	NULL	荔鏡記--嘉靖
4881	NULL	不肖仔兒無所見	不肖/仔/兒/無/所/見	31.037	NULL	NULL	荔鏡記--嘉靖
4882	NULL	姻緣天注定	姻緣/天/注定	31.038	NULL	NULL	荔鏡記--嘉靖
4883	NULL	算來無差移	算/來/無差/移	31.039	NULL	NULL	荔鏡記--嘉靖
4884	丑	婆仔上覆黃九郎	婆仔/上/覆/黃/九/郎	31.04	NULL	NULL	荔鏡記--嘉靖
4885	NULL	須著辦嫁妝	須/著/辦嫁妝	31.041	NULL	NULL	荔鏡記--嘉靖
4886	NULL	姻緣好事志	姻緣/好事/志	31.042	NULL	NULL	荔鏡記--嘉靖
4887	NULL	莫得說短長	莫/得/說/短/長	31.043	NULL	NULL	荔鏡記--嘉靖
4888	NULL	男婚女嫁，年紀相當	男婚女嫁/，/年紀/相當	31.044	NULL	NULL	荔鏡記--嘉靖
4889	NULL	古禮迎書燭	古禮/迎/書/燭	31.045	NULL	NULL	荔鏡記--嘉靖
4890	NULL	擇日卜來上門	擇/日/卜/來/上門	31.046	NULL	NULL	荔鏡記--嘉靖
4891	NULL	擇卜九月來娶親	擇/卜/九月/來/娶/親	31.047	NULL	NULL	荔鏡記--嘉靖
4892	NULL	迎書送禮著冰人	迎/書/送禮/著/冰人	31.048	NULL	NULL	荔鏡記--嘉靖
4893	NULL	五百年前天注定	五/百年/前/天/注定	31.049	NULL	NULL	荔鏡記--嘉靖
4894	NULL	百年諧老枕上眠	百年/諧/老/枕/上/眠	31.05	NULL	並下	荔鏡記--嘉靖
4895	NULL	赤水收租	赤/水/收租	32	NULL	第三十二出	荔鏡記--嘉靖
4896	外	出只郊外天漸光	出/只/郊外/天/漸/光	32.001	步步嬌	NULL	荔鏡記--嘉靖
4897	NULL	蕭R西風返	蕭/R/西風/返	32.002	NULL	NULL	荔鏡記--嘉靖
4898	NULL	赤水路頭長	赤/水路/頭/長	32.003	NULL	NULL	荔鏡記--嘉靖
4899	NULL	馬轎相倚去上庄	馬/轎/相倚/去/上/庄	32.004	NULL	NULL	荔鏡記--嘉靖
4900	NULL	田租收卜全	田租/收/卜/全	32.005	NULL	NULL	荔鏡記--嘉靖
4901	NULL	明旦因勢返	明/旦/因/勢/返	32.006	NULL	NULL	荔鏡記--嘉靖
4902	NULL	只處正是赤水庄	只/處/正是/赤/水/庄	32.007	NULL	NULL	荔鏡記--嘉靖
4903	生	好說	好/說	32.008	NULL	NULL	荔鏡記--嘉靖
4904	NULL	九郎公得知	九/郎/公/得/知	32.009	NULL	NULL	荔鏡記--嘉靖
4905	NULL	面前有一陣人來	面前/有/一陣/人/來	32.01	NULL	NULL	荔鏡記--嘉靖
4906	NULL	想是佃客來	想/是/佃/客/來	32.011	NULL	NULL	荔鏡記--嘉靖
4907	NULL	九郎請坐	九/郎/請/坐	32.012	NULL	NULL	荔鏡記--嘉靖
4908	淨唱	我是赤水庄田甲頭	我/是/赤/水/庄/田/甲/頭	32.013	NULL	丑上	荔鏡記--嘉靖
4909	NULL	等得日都罩	等/得/日/都/罩	32.014	NULL	NULL	荔鏡記--嘉靖
4910	NULL	九郎今即到	九/郎/今/即/到	32.015	NULL	NULL	荔鏡記--嘉靖
4911	NULL	頭牲有幾个	頭牲/有/幾/个	32.016	NULL	NULL	荔鏡記--嘉靖
4912	NULL	白米三五斗	白米/三/五/斗	32.017	NULL	NULL	荔鏡記--嘉靖
4913	NULL	醬瓜共春筍	醬瓜/共/春/筍	32.018	NULL	NULL	荔鏡記--嘉靖
4914	NULL	聽候接使頭	聽候/接/使/頭	32.019	NULL	NULL	荔鏡記--嘉靖
4915	NULL	九郎來了，都不知等接	九/郎/來/了/，/都/不/知/等接	32.02	NULL	生外見介	荔鏡記--嘉靖
4916	外	來，值个是甲首	來/，/值/个/是/甲/首	32.021	NULL	NULL	荔鏡記--嘉靖
4917	淨	老个是甲頭	老/个/是/甲/頭	32.022	NULL	NULL	荔鏡記--嘉靖
4918	丑	翁仔是柴頭	翁/仔/是/柴頭	32.023	NULL	NULL	荔鏡記--嘉靖
4919	外	為何是甲頭	為何/是/甲/頭	32.024	NULL	NULL	荔鏡記--嘉靖
4920	NULL	為何是柴頭	為何/是/柴頭	32.025	NULL	NULL	荔鏡記--嘉靖
4921	淨	老个甲頭，趕谷上倉	老/个/甲/頭/，/趕/谷/上/倉	32.026	NULL	NULL	荔鏡記--嘉靖
4922	丑	翁仔柴頭，趕材入灶	翁/仔/柴頭/，/趕/材/入/灶	32.027	NULL	NULL	荔鏡記--嘉靖
4923	外	正是障生	正是/障/生	32.028	NULL	NULL	荔鏡記--嘉靖
4924	NULL	來啞，甲頭	來/啞/，/甲/頭	32.029	NULL	NULL	荔鏡記--嘉靖
4925	NULL	我先有批來	我/先/有/批/來	32.03	NULL	NULL	荔鏡記--嘉靖
4926	NULL	甲恁來扛簥	甲/恁/來/扛/簥	32.031	NULL	NULL	荔鏡記--嘉靖
4927	NULL	做乜都不來	做/乜/都/不/來	32.032	NULL	NULL	荔鏡記--嘉靖
4928	NULL	人都無工	人/都/無/工	32.033	NULL	丑淨白介	荔鏡記--嘉靖
4929	NULL	上厝大个去鋤草	上/厝/大/个/去/鋤/草	32.034	NULL	NULL	荔鏡記--嘉靖
4930	NULL	下厝第二个去落田	下厝/第二/个/去/落田	32.035	NULL	NULL	荔鏡記--嘉靖
4931	NULL	上山福仔不在厝	上山/福/仔/不/在/厝	32.036	NULL	NULL	荔鏡記--嘉靖
4932	NULL	下厝糞父去撈水溝	下厝/糞/父/去/撈/水溝	32.037	NULL	NULL	荔鏡記--嘉靖
4933	外	來，眾佃戶人	來/，/眾/佃戶/人	32.038	NULL	NULL	荔鏡記--嘉靖
4934	NULL	舊租都赦除	舊/租/都/赦/除	32.039	NULL	NULL	荔鏡記--嘉靖
4935	NULL	新租限三日都卜完	新/租/限/三/日/都/卜/完	32.04	NULL	NULL	荔鏡記--嘉靖
4936	NULL	九郎公啞	九/郎/公/啞	32.041	NULL	淨丑白介	荔鏡記--嘉靖
4937	NULL	今年無收新租	今年/無/收/新/租	32.042	NULL	NULL	荔鏡記--嘉靖
4938	NULL	舊租都赦除	舊/租/都/赦/除	32.043	NULL	NULL	荔鏡記--嘉靖
4939	NULL	翁仔那收三斗谷	翁/仔/那/收/三/斗/谷	32.044	NULL	NULL	荔鏡記--嘉靖
4940	NULL	食去二十八升	食/去/二/十/八/升	32.045	NULL	NULL	荔鏡記--嘉靖
4941	NULL	另剩二升卜做種	另/剩/二/升/卜/做/種	32.046	NULL	NULL	荔鏡記--嘉靖
4942	生	今年大收，做侢說無收	今年/大收/，/做/侢/說/無/收	32.047	NULL	NULL	荔鏡記--嘉靖
4943	NULL	甲頭你去共眾佃戶人說	甲/頭/你/去/共/眾/佃戶/人/說	32.048	NULL	NULL	荔鏡記--嘉靖
4944	NULL	今年新租都卜完上倉	今年/新/租/都/卜/完/上/倉	32.049	NULL	NULL	荔鏡記--嘉靖
4945	NULL	我自有裁處	我/自有/裁處	32.05	NULL	NULL	荔鏡記--嘉靖
4946	淨	只後生	只/後生	32.051	NULL	NULL	荔鏡記--嘉靖
4947	NULL	九郎帶你出入乜用	九/郎/帶/你/出入/乜/用	32.052	NULL	NULL	荔鏡記--嘉靖
4948	NULL	都不去趕谷	都/不/去/趕/谷	32.053	NULL	NULL	荔鏡記--嘉靖
4949	NULL	那使口使老人	那使/口/使/老人	32.054	NULL	NULL	荔鏡記--嘉靖
4950	生	老禽獸莫無理，走	老/禽獸/莫/無/理/，/走	32.055	NULL	NULL	荔鏡記--嘉靖
4951	淨	只後生好青真	只/後生/好/青/真	32.056	NULL	NULL	荔鏡記--嘉靖
4952	NULL	阮新婦也未敢罵我老禽獸	阮/新婦/也/未/敢/罵/我/老/禽獸	32.057	NULL	NULL	荔鏡記--嘉靖
4953	NULL	親家，你罵不著人了，你知	親家/，/你/罵/不/著/人/了/，/你/知	32.058	NULL	丑看淨白	荔鏡記--嘉靖
4954	淨	許後生是誰	許/後生/是/誰	32.059	NULL	NULL	荔鏡記--嘉靖
4955	丑	你去看看是誰	你/去/看看/是/誰	32.06	NULL	NULL	荔鏡記--嘉靖
4956	NULL	親家	親家	32.061	NULL	淨看介白	荔鏡記--嘉靖
4957	NULL	佚了RR！大諂泉州三爹	佚/了/RR/！/大/諂/泉州/三/爹	32.062	NULL	NULL	荔鏡記--嘉靖
4958	淨	正是泉州三機宜	正是/泉州/三/機/宜	32.063	NULL	NULL	荔鏡記--嘉靖
4959	NULL	伊來只處卜做乜	伊/來/只/處/卜/做/乜	32.064	NULL	NULL	荔鏡記--嘉靖
4960	丑	我曉得了	我/曉/得/了	32.065	NULL	NULL	荔鏡記--嘉靖
4961	NULL	親家伊來無別事	親家/伊/來/無/別/事	32.066	NULL	NULL	荔鏡記--嘉靖
4962	NULL	定是卜共九郎公買田	定/是/卜/共/九/郎/公/買/田	32.067	NULL	NULL	荔鏡記--嘉靖
4963	NULL	共伊來認佃	共/伊/來/認/佃	32.068	NULL	NULL	荔鏡記--嘉靖
4964	淨	親家我有思量	親家/我/有/思量	32.069	NULL	NULL	荔鏡記--嘉靖
4965	NULL	哄九郎公去看倉厝	哄/九/郎/公/去/看/倉/厝	32.07	NULL	NULL	荔鏡記--嘉靖
4966	NULL	恁便來問三爹	恁/便/來/問/三/爹	32.071	NULL	NULL	荔鏡記--嘉靖
4967	丑	親家說是	親家/說/是	32.072	NULL	NULL	荔鏡記--嘉靖
4968	淨	好說	好/說	32.073	NULL	NULL	荔鏡記--嘉靖
4969	NULL	九郎公得知	九/郎/公/得/知	32.074	NULL	NULL	荔鏡記--嘉靖
4970	NULL	拙年雨多，倉厝盡熳爛	拙/年/雨/多/，/倉/厝/盡/熳/爛	32.075	NULL	NULL	荔鏡記--嘉靖
4971	NULL	袂底得谷	袂/底/得/谷	32.076	NULL	NULL	荔鏡記--嘉靖
4972	NULL	請九郎公去看，合該從理	請/九/郎/公/去/看/，/合該/從/理	32.077	NULL	NULL	荔鏡記--嘉靖
4973	外	只話說得是	只/話說/得/是	32.078	NULL	NULL	荔鏡記--嘉靖
4974	NULL	我去看一看	我/去/看/一/看	32.079	NULL	NULL	荔鏡記--嘉靖
4975	淨	治仔討門釣來開倉門	治/仔/討/門/釣/來/開/倉/門	32.08	NULL	NULL	荔鏡記--嘉靖
4976	NULL	三爹拜參	三/爹/拜/參	32.081	NULL	外下丑淨白介	荔鏡記--嘉靖
4977	NULL	佃戶大膽	佃戶/大膽	32.082	NULL	NULL	荔鏡記--嘉靖
4978	NULL	恕罪	恕罪	32.083	NULL	NULL	荔鏡記--嘉靖
4979	NULL	三爹只來正是卜共九郎公買田	三/爹/只/來/正是/卜/共/九/郎/公/買/田	32.084	NULL	NULL	荔鏡記--嘉靖
4980	NULL	來只處看田	來/只/處/看/田	32.085	NULL	NULL	荔鏡記--嘉靖
4981	生	眾佃戶都請起	眾/佃戶/都/請/起	32.086	NULL	NULL	荔鏡記--嘉靖
4982	NULL	九郎公正是我義爹	九/郎/公正/是/我/義/爹	32.087	NULL	NULL	荔鏡記--嘉靖
4983	NULL	陳三	陳三	32.088	NULL	外上看介	荔鏡記--嘉靖
4984	NULL	你入內去記簿帳	你/入/內/去/記/簿/帳	32.089	NULL	NULL	荔鏡記--嘉靖
4985	外白	恁眾佃戶人做乜識伊	恁/眾/佃戶/人/做/乜/識/伊	32.09	NULL	生下	荔鏡記--嘉靖
4986	NULL	九郎公你好不識人	九/郎/公/你/好/不/識/人	32.091	NULL	丑淨介白	荔鏡記--嘉靖
4987	NULL	只是泉州朋山嶺後	只是/泉州/朋/山嶺/後	32.092	NULL	NULL	荔鏡記--嘉靖
4988	NULL	陳運使親小弟	陳/運/使/親/小弟	32.093	NULL	NULL	荔鏡記--嘉靖
4989	NULL	伊兄現任廣南運使	伊/兄/現/任/廣/南/運/使	32.094	NULL	NULL	荔鏡記--嘉靖
4990	NULL	伊叔四川知州	伊/叔/四川/知/州	32.095	NULL	NULL	荔鏡記--嘉靖
4991	NULL	伊也有一大庄田在赤水	伊/也/有/一/大庄/田/在/赤/水	32.096	NULL	NULL	荔鏡記--嘉靖
4992	外	伊有若田在只處	伊/有/若/田/在/只/處	32.097	NULL	NULL	荔鏡記--嘉靖
4993	NULL	可有若田客	可/有/若/田/客	32.098	NULL	NULL	荔鏡記--嘉靖
4994	淨	伊有五百田客	伊/有/五/百/田/客	32.099	NULL	NULL	荔鏡記--嘉靖
4995	NULL	九郎公那有五十名田客	九/郎/公/那有/五/十/名/田/客	32.1	NULL	NULL	荔鏡記--嘉靖
4996	NULL	那教伊做袂借，也好	那/教/伊/做/袂/借/，/也好	32.101	NULL	NULL	荔鏡記--嘉靖
4997	丑	阮只處值人不作伊田	阮/只/處/值/人/不/作/伊/田	32.102	NULL	NULL	荔鏡記--嘉靖
4998	NULL	值人不住伊厝	值/人/不住/伊/厝	32.103	NULL	NULL	荔鏡記--嘉靖
4999	NULL	值人不食伊飯	值/人/不/食/伊/飯	32.104	NULL	NULL	荔鏡記--嘉靖
5000	NULL	值人不牽伊牛	值/人/不/牽/伊/牛	32.105	NULL	NULL	荔鏡記--嘉靖
5001	NULL	值人不看伊羊	值/人/不/看/伊/羊	32.106	NULL	NULL	荔鏡記--嘉靖
5002	外	陳三也句是好人仔	陳三/也/句/是/好人/仔	32.107	NULL	外上白	荔鏡記--嘉靖
5003	NULL	返去必須週旋伊	返/去/必須/週旋/伊	32.108	NULL	NULL	荔鏡記--嘉靖
