UID	content	so	ti	pl	ps	book
824	阿貴仔、攜水來沃此盆花。	52	l	18.01	NULL	語苑四
825	好、連鞭攜來。	52	l	18.02	NULL	語苑四
826	頭家啊、有一個人客要來尋汝。	52	l	18.03	NULL	語苑四
827	甚麼人汝知否。	52	l	18.04	NULL	語苑四
828	頂日屢屢來、彼個人嘮。	52	l	19.01	NULL	語苑四
829	歟如此、是彼個本島人、	52	l	19.02	NULL	語苑四
830	姓潘名叫謙忠伊是否。	52	l	19.03	NULL	語苑四
831	着、彼個人。汝去叫伊入來坐。	52	l	19.04	NULL	語苑四
832	好、我即去講。	52	l	19.05	NULL	語苑四
833	先生啊、食飽未。	52	l	19.06	NULL	語苑四
834	噯、汝來是否、彼罕行、入來坐。	52	l	19.07	NULL	語苑四
835	好好。真久不曾相見。	52	l	19.08	NULL	語苑四
836	彼有影、真久不曾相見。	52	l	19.09	NULL	語苑四
837	請坐請坐、請食煙。	52	l	20.01	NULL	語苑四
838	免費神、汝食汝食。	52	l	20.02	NULL	語苑四
839	嚄、此盆花真美、尚真大蕊。	52	l	20.03	NULL	語苑四
840	我未曾看見、本成本島無此號花。	52	l	20.04	NULL	語苑四
841	此個是英國的春仔花嘮、	52	l	20.05	NULL	語苑四
842	汝嚊看BEI咧、真芳真芳。	52	l	20.06	NULL	語苑四
843	有影真芳、	52	l	20.07	NULL	語苑四
844	差不多着五元銀。	52	l	20.08	NULL	語苑四
845	嚄、貴到如此。	52	l	20.09	NULL	語苑四
846	本島人此號花愛看否。	52	l	20.1	NULL	語苑四
847	有錢人較愛看花。無錢人按怎無愛。	52	l	21.01	NULL	語苑四
848	愛都愛、不拘無閑沒得照顧。	52	l	21.02	NULL	語苑四
849	真謅鬧汝、今我要返去。	52	l	21.03	NULL	語苑四
850	尚早嘮、不更坐。	52	l	21.04	NULL	語苑四
851	好、別日即更來拜候。	52	l	21.05	NULL	語苑四
852	是如此、今仔日真怠慢、	52	l	21.06	NULL	語苑四
853	無甚麼可欸待汝不止失陪失陪。	52	l	21.07	NULL	語苑四
854	豈敢豈敢、汝請。	52	l	21.08	NULL	語苑四
855	閑即更來cit4 tho5。	52	l	21.09	NULL	語苑四
856	好好。	52	l	21.1	NULL	語苑四
857	我年十九歲、	52	l	24.01	NULL	語苑四
858	今即來京城、	52	l	24.02	NULL	語苑四
859	經過四年返來看汝、	52	l	24.03	NULL	語苑四
860	更再四年、	52	l	24.04	NULL	語苑四
861	我返去河陽巡視墳墓、	52	l	24.05	NULL	語苑四
862	彼時遇着兄嫂過身、	52	l	24.06	NULL	語苑四
863	汝來葬阮兄嫂又更兩年	52	l	24.07	NULL	語苑四
864	吾來站汴州彼做官、	52	l	24.08	NULL	語苑四
865	帮佐董丞相、彼時汝來看我、	52	l	24.09	NULL	語苑四
866	住一年汝與我講近去要搬家後來、	52	l	24.1	NULL	語苑四
867	至明年、遇着丞相死、	52	l	24.11	NULL	語苑四
868	我無住汴州汝亦續無來、	52	l	24.12	NULL	語苑四
869	彼年我在徐州辦武營的事情、	52	l	24.13	NULL	語苑四
870	使人去CH汝來、	52	l	25.01	NULL	語苑四
871	彼個人即起身、	52	l	25.02	NULL	語苑四
872	我又無做官、更去別位、	52	l	25.03	NULL	語苑四
873	汝到尾無來、	52	l	25.04	NULL	語苑四
874	我想汝若是來從我住此東旁、	52	l	25.05	NULL	語苑四
875	此東旁亦是出外做人客的所在、	52	l	25.06	NULL	語苑四
876	沒使住得久、	52	l	25.07	NULL	語苑四
877	若是打算要做久長的所在、	52	l	25.08	NULL	語苑四
878	不值着反去咱西旁的鄉里	52	l	25.09	NULL	語苑四
879	可與汝成家置伙給汝成人、	52	l	25.1	NULL	語苑四
880	唉喲那知汝此呢緊放棄我續死呵。	52	l	25.11	NULL	語苑四
881	柱龜癖	52	l	30.01	NULL	語苑四
882	在東京日本橋區駿河街三越	52	l	30.02	NULL	語苑四
883	彩帛店的理事、	52	l	30.03	NULL	語苑四
884	叫做姓藤村名是喜七郎君、	52	l	30.04	NULL	語苑四
885	此個人的居家是在品川、	52	l	30.05	NULL	語苑四
886	各日搭火車對店往來	52	l	30.06	NULL	語苑四
887	自透早有去店裡、	52	l	30.07	NULL	語苑四
888	辦事情真多、	52	l	30.08	NULL	語苑四
889	透日無閑剌剌不止硬斗、	52	l	30.09	NULL	語苑四
890	辦到要暗仔就遍身散了了、	52	l	30.1	NULL	語苑四
891	所以自店要返來居家的時候、	52	l	30.11	NULL	語苑四
892	入在火車底坐落椅着柱龜常在、	52	l	31.01	NULL	語苑四
893	慣勢慣勢。	52	l	31.02	NULL	語苑四
894	有一日在車內睏到交睫、	52	l	31.03	NULL	語苑四
895	沒記得坐到橫濱即醒神、	52	l	31.04	NULL	語苑四
896	第二日伊要返去厝的沿路在想、	52	l	31.05	NULL	語苑四
897	今得得確確不敢車內柱龜、	52	l	31.06	NULL	語苑四
898	想定入去二等車即坐、	52	l	31.07	NULL	語苑四
899	坐到脚川未燒著、	52	l	31.08	NULL	語苑四
900	猶原隨柱龜柱過來	52	l	31.09	NULL	語苑四
901	抑柱過去與平時仝欸、	52	l	31.1	NULL	語苑四
902	睏到眠夢看不止暢樂的欸的時候、	52	l	31.11	NULL	語苑四
903	有聽見甚麼聲、	52	l	31.12	NULL	語苑四
904	忽然間醒神起來、	52	l	31.13	NULL	語苑四
905	目睭仔擂擂、	52	l	31.14	NULL	語苑四
906	看東看西就火車有在停脚、	52	l	31.15	NULL	語苑四
907	所以藤村君隨時豎起來、	52	l	31.16	NULL	語苑四
908	開門扇一隻布雨傘夯去都	52	l	31.17	NULL	語苑四
909	行到車頭的簷前脚看看、	52	l	31.18	NULL	語苑四
910	有藏在彼位的椅、	52	l	31.19	NULL	語苑四
911	有四面的光景有異樣、	52	l	31.2	NULL	語苑四
912	即與伊車廠的人有問、	52	l	31.21	NULL	語苑四
913	此位是甚麼所在、	52	l	31.22	NULL	語苑四
914	彼個人就應此位就是新橋停車場嘮、	52	l	31.23	NULL	語苑四
915	藤村君聽見伊的話即講、	52	l	31.24	NULL	語苑四
916	嘎如此尚未開車是否、	52	l	31.25	NULL	語苑四
917	勞力汝、	52	l	31.26	NULL	語苑四
918	今年算是羊的年、	59	a	19.01	NULL	語苑十二
919	所以想要愛來講緬羊的事情、	59	a	19.02	NULL	語苑十二
920	號做厝內精生、上早的、就是緬羊、	59	a	19.03	NULL	語苑十二
921	性極溫順、養飼亦是無難、	59	a	19.04	NULL	語苑十二
922	自早在外國、人活在世間、	59	a	19.05	NULL	語苑十二
923	無此號畜生、沒免呢、	59	a	19.06	NULL	語苑十二
924	彼號肉比牛肉、是較贏、無較輸、	59	a	19.07	NULL	語苑十二
925	尚奄刂的緬羊、	59	a	19.08	NULL	語苑十二
926	在外國見位的料理店、	59	a	20.01	NULL	語苑十二
927	都來做燒肉在食。講到羊毛、	59	a	20.02	NULL	語苑十二
928	用路極濶用羊毛來織的哖仔、	59	a	20.03	NULL	語苑十二
929	更較多、在咱國、	59	a	20.04	NULL	語苑十二
930	既然配有過幾千万圓入來、	59	a	20.05	NULL	語苑十二
931	羊毛看羊種、性質足有差、	59	a	20.06	NULL	語苑十二
932	暖國一年毛刈二次、寒國刈一次、	59	a	20.07	NULL	語苑十二
933	尚生出世、六月到八月日以後、	59	a	20.08	NULL	語苑十二
934	就能使得打種呢、實在生育是真緊、	59	a	20.09	NULL	語苑十二
935	尚與牛同一樣、是反草動物、	59	a	20.1	NULL	語苑十二
936	專食草、菜根、尚五穀、	59	a	20.11	NULL	語苑十二
937	也免強給伊食、尚毛與別項的動物、	59	a	20.12	NULL	語苑十二
938	是無同一欵、	59	a	21.01	NULL	語苑十二
939	軟軟極多油所以未織的時、	59	a	21.02	NULL	語苑十二
940	著預先曝給伊油干乾、	59	a	21.03	NULL	語苑十二
941	現今彼號油、來精練做膏藥、	59	a	21.04	NULL	語苑十二
942	是真珍重、尚屎尿來做肥、	59	a	21.05	NULL	語苑十二
943	是真好、膓仔細較長、真正複雜、	59	a	21.06	NULL	語苑十二
944	形容講、彎彎曲曲的路、講如羊膓、	59	a	21.07	NULL	語苑十二
945	是支那人將此號緬羊去破腹、	59	a	21.08	NULL	語苑十二
946	就已經知影彼號的欵勢、	59	a	21.09	NULL	語苑十二
947	尚對此號羊膓、能取得極貴的膓線、	59	a	21.1	NULL	語苑十二
948	來做外科治療用、是極要緊、	59	a	21.11	NULL	語苑十二
949	羊仔子、生一月日以後、就著奄刂、	59	a	21.11	NULL	語苑十二
950	定著著斬尾、有一號生乳的緬羊、	59	a	21.11	NULL	語苑十二
951	真多種、和蘭出產的羊、	59	a	22.01	NULL	語苑十二
952	用乳給牛子食、做牛子的乳母、	59	a	22.02	NULL	語苑十二
953	也是真心色又性因為真柔軟、	59	a	22.03	NULL	語苑十二
954	見著豺狼、給伊咬來食去、	59	a	22.04	NULL	語苑十二
955	給狗追到攏沒對咧、將來來飼緬羊、	59	a	22.05	NULL	語苑十二
956	大大有望。	59	a	22.06	NULL	語苑十二
957	NULL	59	a	22	NULL	語苑十二
958	近來因為各項起價、五谷不足、	59	a	22.01	NULL	語苑十二
959	人欠厝居各位都在講難度日仔、	59	a	22.02	NULL	語苑十二
960	尚且在防寒用的、攏沒使得所欠的、	59	a	22.03	NULL	語苑十二
961	哖仔、	59	a	22.04	NULL	語苑十二
962	羽斜、	59	a	23.01	NULL	語苑十二
963	mosulin等項的毛織類、	59	a	23.02	NULL	語苑十二
964	真欠缺、非常的起價、	59	a	23.03	NULL	語苑十二
965	此欵毛織的物、	59	a	23.04	NULL	語苑十二
966	怎樣咱國內能彼呢欠缺、	59	a	23.05	NULL	語苑十二
967	恁大家亦所知影、	59	a	23.06	NULL	語苑十二
968	彼個原料攏是緬羊的毛。	59	a	23.07	NULL	語苑十二
969	此欵的緬羊、	59	a	23.08	NULL	語苑十二
970	從來咱國中計不曾人飼、	59	a	23.09	NULL	語苑十二
971	總是彼的不氣候亦地土沒合得、	59	a	23.1	NULL	語苑十二
972	顛到在世界中能算得真好飼羊的地方	59	a	23.11	NULL	語苑十二
973	、真可惜、	59	a	23.12	NULL	語苑十二
974	此疑的事業到今尚未有人想著、	59	a	23.13	NULL	語苑十二
975	適適遇著此般的戰爭、	59	a	23.14	NULL	語苑十二
976	本成出羊毛的濠洲、及南北來、	59	a	23.15	NULL	語苑十二
977	及支那的各國、	59	a	23.16	NULL	語苑十二
978	攏要留來自己用、禁不給伊出口、	59	a	24.01	NULL	語苑十二
979	所以忽然間能受著此欵的影響。	59	a	24.02	NULL	語苑十二
980	元來咱國內的人，太平慣勢、	59	a	24.03	NULL	語苑十二
981	屢屢能沒記得有事情的日仔、	59	a	24.04	NULL	語苑十二
982	實在真不好、	59	a	24.05	NULL	語苑十二
983	總是若要免受此欵艱苦的事情、	59	a	24.06	NULL	語苑十二
984	著愛講究自己用的法度即好、	59	a	24.07	NULL	語苑十二
985	論咱國內所飼的緬羊即有三千外隻、	59	a	24.08	NULL	語苑十二
986	農家壹百戶分都無半隻額、	59	a	24.09	NULL	語苑十二
987	所出的羊毛頗畧有成萬斤、	59	a	24.1	NULL	語苑十二
988	論起價錢即有二萬圓左右而已。	59	a	24.11	NULL	語苑十二
989	農商務省因為如此、	59	a	25.01	NULL	語苑十二
990	及另外設一的緬羊課、	59	a	25.02	NULL	語苑十二
991	調查緬羊與獎勵飼育的事情、	59	a	25.03	NULL	語苑十二
992	原來此欵緬羊是普通人在講是羊仔、	59	a	25.04	NULL	語苑十二
993	伊的性質即溫順快養飼、	59	a	25.05	NULL	語苑十二
994	與飼雞無甚異樣、亦攏不免人工、	59	a	25.06	NULL	語苑十二
995	若是高燥的所在、干乾有可好遮雨及	59	a	25.07	NULL	語苑十二
996	有可好遮露水的羊舍、	59	a	25.08	NULL	語苑十二
997	一二隻羊仔汝就囝仔嗎是能使得、	59	a	25.09	NULL	語苑十二
998	尚飼料若要論起飼牛馬來講、	59	a	25.1	NULL	語苑十二
999	馬一隻的飼料飼得八隻抑是拾隻著、	59	a	25.11	NULL	語苑十二
1000	就講不止合農家的副業。	59	a	25.12	NULL	語苑十二
1001	緬羊親像如此，	59	a	26.01	NULL	語苑十二
1002	不但講免甚費用能可飼得、	59	a	26.02	NULL	語苑十二
1003	飼了對國家有真多路用、	59	a	26.03	NULL	語苑十二
1004	即講羊毛是做國家自給的原料、	59	a	26.04	NULL	語苑十二
1005	與農家的副收入、羊糞好做肥、	59	a	26.05	NULL	語苑十二
1006	羊肉好做菜、	59	a	26.06	NULL	語苑十二
1007	所以是一舉兩得的副業。	59	a	26.07	NULL	語苑十二
1008	算來咱國內一年中所愛羊毛的價額、	59	a	26.08	NULL	語苑十二
1009	在原料有五千兩百萬圓以上加工的	59	a	26.09	NULL	語苑十二
1010	毛製品兩千萬圓以上、	59	a	26.1	NULL	語苑十二
1011	此個錢勿提出去外國、	59	a	26.11	NULL	語苑十二
1012	在咱國內若能可自給、	59	a	26.12	NULL	語苑十二
1013	對國家經濟的影響打算敢沒少、	59	a	26.13	NULL	語苑十二
1014	在咱臺灣全島的農家、	59	a	26.14	NULL	語苑十二
1015	若是各家與伊飼一隻、	59	a	26.15	NULL	語苑十二
1016	百六十萬戶的農家	59	a	27.01	NULL	語苑十二
1017	就是飼一百六十萬隻、	59	a	27.02	NULL	語苑十二
1018	勸恁列位攏各各與伊飼一隻咧。	59	a	27.03	NULL	語苑十二
1019	今恆春種畜場有二三百隻、	59	a	27.04	NULL	語苑十二
1020	與各廳的農會有飼一二隻而已、	59	a	27.05	NULL	語苑十二
1021	總是有聽講自今年起在要大獎勵、	59	a	27.06	NULL	語苑十二
1022	尚彼個飼羊地	59	a	27.07	NULL	語苑十二
1023	要設在花蓮港廳下的番地、	59	a	27.08	NULL	語苑十二
1024	與嘉義廳下的後大埔、	59	a	27.09	NULL	語苑十二
1025	既經有在準備的欵。	59	a	27.1	NULL	語苑十二
1026	尚未曾看著此欵緬羊的人真多，	59	a	27.11	NULL	語苑十二
1027	所以續與恁講、緬羊是火灰色、	59	a	27.12	NULL	語苑十二
1028	彼的角親像螺仔如此卷卷彎彎、	59	a	27.13	NULL	語苑十二
1029	嘴下無嘴鬚。今年算來是羊仔的年、	59	a	28.01	NULL	語苑十二
1030	即來講羊仔的事情、	59	a	28.02	NULL	語苑十二
1031	續來勸恁大家飼羊不止好機會、	59	a	28.03	NULL	語苑十二
1032	望恁大家較盡力咧。	59	a	28.04	NULL	語苑十二
1033	NULL	59	a	63	NULL	語苑十二
1034	有一個所在，有二個作穡人在得、	59	a	63.01	NULL	語苑十二
1035	一個人姓李名口斗田、	59	a	63.02	NULL	語苑十二
1036	尚一個姓陽名口斗園、李田播的物	59	a	63.03	NULL	語苑十二
1037	各年都較有收成、楊園播的物、	59	a	63.04	NULL	語苑十二
1038	雖是與李田一樣在作、	59	a	63.05	NULL	語苑十二
1039	不拘不知怎樣、比李田的較無收成、	59	a	63.06	NULL	語苑十二
1040	所以楊園去李田恁兜、	59	a	64.01	NULL	語苑十二
1041	問伊彼號情理、	59	a	64.02	NULL	語苑十二
1042	李田是歡頭喜面出來即講、	59	a	64.03	NULL	語苑十二
1043	彼是終歸使奴才做功課的時、	59	a	64.04	NULL	語苑十二
1044	只有『著來、著去』	59	a	64.05	NULL	語苑十二
1045	此二句話能爭差而已、	59	a	64.06	NULL	語苑十二
1046	不拘楊園攏沒曉得彼號的意思、	59	a	64.07	NULL	語苑十二
1047	所以更再問李田、李田就講、	59	a	64.08	NULL	語苑十二
1048	各日汝是在等候汝的奴才食早起飽、	59	a	64.09	NULL	語苑十二
1049	隨時與伊講、	59	a	64.1	NULL	語苑十二
1050	趕緊『著去去去、使奴才做先行、』	59	a	64.11	NULL	語苑十二
1051	汝自己緩緩仔食早起了、	59	a	64.12	NULL	語苑十二
1052	尾後即去園、我不是如此、	59	a	64.13	NULL	語苑十二
1053	我與奴才做一下食早起、	59	a	64.14	NULL	語苑十二
1054	隨時我做先行『著來來來』、	59	a	64.15	NULL	語苑十二
1055	如此即去園裡了、	59	a	65.01	NULL	語苑十二
1056	此號『著去』與『著來』的二句話是	59	a	65.02	NULL	語苑十二
1057	爭差少此而已、	59	a	65.03	NULL	語苑十二
1058	不拘收成的爭差是太多了、	59	a	65.04	NULL	語苑十二
1059	楊園听彼號話、想了不止有情理、	59	a	65.05	NULL	語苑十二
1060	以後伊自己作先行口斗奴才去園裡	59	a	65.06	NULL	語苑十二
1061	做工課、	59	a	65.07	NULL	語苑十二
1062	落尾手能得與李田一樣的收成了。	59	a	65.08	NULL	語苑十二
1063	NULL	59	a	65	NULL	語苑十二
1064	在澎湖有三個行船	59	a	65.01	NULL	語苑十二
1065	在貝患食的人在得。	59	a	65.02	NULL	語苑十二
1066	有一日在要去別位要出港的時，	59	a	65.03	NULL	語苑十二
1067	一個即講、	59	a	65.04	NULL	語苑十二
1068	此次若去別位，	59	a	66.01	NULL	語苑十二
1069	就的確勿講澎湖的腔口荷。	59	a	66.02	NULL	語苑十二
1070	若是何人講出來的時，	59	a	66.03	NULL	語苑十二
1071	罸二百五如此各個有品了、	59	a	66.04	NULL	語苑十二
1072	尚即隔日早起要出港彼時、	59	a	66.05	NULL	語苑十二
1073	一個向天無張持即講、	59	a	66.06	NULL	語苑十二
1074	『啊天烏烏』喇、	59	a	66.07	NULL	語苑十二
1075	邊仔的一個講『啊有影要落雨』、	59	a	66.08	NULL	語苑十二
1076	剩的一個歡喜即講今腔口	59	a	66.09	NULL	語苑十二
1077	有講出來喇有講出來喇、	59	a	66.1	NULL	語苑十二
1078	今要罸恁『二百五』、	59	a	66.11	NULL	語苑十二
1079	總是自己亦講澎湖的腔口、	59	a	66.12	NULL	語苑十二
1080	續無人可與inu收二百五的罸金。	59	a	66.13	NULL	語苑十二
1081	湘潭縣的所在有一個人、	59	b	59	NULL	語苑十二
1082	姓邱名號做惇、家內好額性情老實。	59	b	59.01	NULL	語苑十二
1083	娶到一個妻、是姓陳的查某子、	59	b	59.02	NULL	語苑十二
1084	名號做美、	59	b	59.03	NULL	語苑十二
1085	生成不止妍、目睭真正活動、	59	b	60.01	NULL	語苑十二
1086	不拘不是正氣的人、	59	b	60.02	NULL	語苑十二
1087	看見恁夫老實攏不歡喜。	59	b	60.03	NULL	語苑十二
1088	彼一時有一個人姓汪名號做琦、	59	b	60.04	NULL	語苑十二
1089	與邱惇相識二個交陪不只相好。	59	b	60.05	NULL	語苑十二
1090	此個性汪琦是風流子弟、	59	b	60.06	NULL	語苑十二
1091	整頓面貌穿時式的衫褲、	59	b	60.07	NULL	語苑十二
1092	嘴舌賢講話、常常來邱惇的厝、	59	b	60.08	NULL	語苑十二
1093	大家有真慹、出出入入、	59	b	60.09	NULL	語苑十二
1094	親像共一家人。有一日邱惇無在得、	59	b	60.1	NULL	語苑十二
1095	適好汪琦來、	59	b	60.11	NULL	語苑十二
1096	陳氏美十分歡喜請伊入去房間內坐、	59	b	60.12	NULL	語苑十二
1097	對汪琦講、阮查晡人去庄裡收賬	59	b	61.01	NULL	語苑十二
1098	大概是租栗的事情無許快返來、	59	b	61.02	NULL	語苑十二
1099	敢著站彼遷幾日仔、	59	b	61.03	NULL	語苑十二
1100	汝今仔日來我真歡喜、	59	b	61.04	NULL	語苑十二
1101	我此滿有一句話要與汝講、	59	b	61.05	NULL	語苑十二
1102	汝即能知影、請站此坐、	59	b	61.06	NULL	語苑十二
1103	等候伊霎仔久、我來去灶腳連鞭來。	59	b	61.07	NULL	語苑十二
1104	汪琦不知影是甚麼因端與伊講好好、	59	b	61.08	NULL	語苑十二
1105	站彼坐、等候伊無若久、	59	b	61.09	NULL	語苑十二
1106	陳氏美備辨酒菜煮到燒滾滾、	59	b	61.1	NULL	語苑十二
1107	捧入去房間內、請汪琦來食。	59	b	61.11	NULL	語苑十二
1108	汪琦亦無棄嫌酒著與伊飲、	59	b	61.12	NULL	語苑十二
1109	菜著與伊食、	59	b	61.13	NULL	語苑十二
1110	陳氏美屢屢與伊斟酒。	59	b	62.01	NULL	語苑十二
1111	汪琦食到要醉、陳氏美對汪琦即講、	59	b	62.02	NULL	語苑十二
1112	聽見汝尚未娶妻瞑昏時一個得睏、	59	b	62.03	NULL	語苑十二
1113	不真正寒沒。汪琦講我的命無可好、	59	b	62.04	NULL	語苑十二
1114	姻緣有較慢、做親成攏沒好勢、	59	b	62.05	NULL	語苑十二
1115	一領被自己睏雖是較寒亦無話可講、	59	b	62.06	NULL	語苑十二
1116	心肝內亦是甘愿。陳氏美笑笑即講、	59	b	62.07	NULL	語苑十二
1117	汝免騙我、查晡人尚未有妻、	59	b	62.08	NULL	語苑十二
1118	一瞑昏親像一年、	59	b	62.09	NULL	語苑十二
1119	汝講甘愿正是無奈得何、	59	b	62.1	NULL	語苑十二
1120	不是實在甘愿。	59	b	62.11	NULL	語苑十二
1121	汪琦起頭的心肝因為朋友情意、	59	b	63.01	NULL	語苑十二
1122	尚不敢講閑話、後來看見陳氏美、	59	b	63.02	NULL	語苑十二
1123	講出戲弄的話，知咯有意思、	59	b	63.03	NULL	語苑十二
1124	即得講、	59	b	63.04	NULL	語苑十二
1125	啊嫂知影我自己一個就是有唸著我。	59	b	63.05	NULL	語苑十二
1126	陳氏美講我有可憐汝，	59	b	63.06	NULL	語苑十二
1127	恐了汝無念著我。	59	b	63.07	NULL	語苑十二
1128	二個戲謔真久順續去私通，	59	b	63.08	NULL	語苑十二
1129	真是膽大包天、二個相好、	59	b	63.09	NULL	語苑十二
1130	意思親密、若遇著邱惇無在得、	59	b	63.1	NULL	語苑十二
1131	汪琦就來站著陳氏美房間內、	59	b	63.11	NULL	語苑十二
1132	邱惇全然不知影。	59	b	63.12	NULL	語苑十二
1133	只有邱惇倩一個長工知影此條事情、	59	b	64.01	NULL	語苑十二
1134	愛要通知邱惇、不拘驚了邱惇受氣、	59	b	64.02	NULL	語苑十二
1135	若不與伊通知、心肝內真不平。	59	b	64.03	NULL	語苑十二
1136	適好有一日邱惇口斗此個長工	59	b	64.04	NULL	語苑十二
1137	與伊去庄裡尋田佃算賬、	59	b	64.05	NULL	語苑十二
1138	算到日頭暗、沒得返來、	59	b	64.06	NULL	語苑十二
1139	站彼被田佃請、續站彼睏、	59	b	64.07	NULL	語苑十二
1140	半瞑的時候、邱惇與此長工講、	59	b	64.08	NULL	語苑十二
1141	九月的天氣一領被薄薄蓋攏沒燒、	59	b	64.09	NULL	語苑十二
1142	強強寒起來、我無在彼厝、	59	b	64.1	NULL	語苑十二
1143	不知我厝內亦是如此抑不是。	59	b	64.11	NULL	語苑十二
1144	NULL	59	c	33	NULL	語苑十二
1145	恁大家看覔咧、真親像的物口荷、	59	c	33.01	NULL	語苑十二
1146	雖然是真親像的物、	59	c	33.02	NULL	語苑十二
1147	不拘全然無相同、這就是若親像、	59	c	33.03	NULL	語苑十二
1148	更寔在不是。	59	c	33.04	NULL	語苑十二
1149	『海翁與魚』海翁雖然住在海裡、	59	c	33.05	NULL	語苑十二
1150	不拘是胎生的、魚是魚的種、	59	c	33.06	NULL	語苑十二
1151	海翁仔囝是吃乳大傼的、	59	c	33.07	NULL	語苑十二
1152	魚是放卵生的、	59	c	33.08	NULL	語苑十二
1153	海翁是因為呼吸空氣、即噴海水、	59	c	33.09	NULL	語苑十二
1154	魚是有魚鰓、在水裡呼吸、	59	c	34.01	NULL	語苑十二
1155	海翁的魚鰭、分做左右旁、	59	c	34.02	NULL	語苑十二
1156	於分做頂下面。石距與墨賊、	59	c	34.03	NULL	語苑十二
1157	石距是八枝腳、墨賊是十枝腳、	59	c	34.04	NULL	語苑十二
1158	石距的身軀較細、總是腳較長、	59	c	34.05	NULL	語苑十二
1159	墨賊是身軀較大、不拘腳較短。	59	c	34.06	NULL	語苑十二
1160	『蝦與蟳』蝦是頭殼與胸坎接做夥、	59	c	34.07	NULL	語苑十二
1161	尚腹肚亦相接、總是蟳頭殼較大、	59	c	34.08	NULL	語苑十二
1162	腹肚較細、尚蝦有二對蝦鬚、	59	c	34.09	NULL	語苑十二
1163	不拘蟳公有挾。	59	c	34.1	NULL	語苑十二
1164	『鰻與蛇』米國人看見鰻、講是蛇、	59	c	35.01	NULL	語苑十二
1165	不敢食、鰻與蛇、攏是能放卵、	59	c	35.02	NULL	語苑十二
1166	總是蛇住在旱裡、鰻住在水裡、	59	c	35.03	NULL	語苑十二
1167	蛇有鱗無鰭、鰻有鰭、不拘無鱗。	59	c	35.04	NULL	語苑十二
1168	『猪與山猪』家猪無牙、	59	c	35.05	NULL	語苑十二
1169	不拘山猪有較長的牙、	59	c	35.06	NULL	語苑十二
1170	家猪的毛是短短、不拘山猪的較長、	59	c	35.07	NULL	語苑十二
1171	山猪是無親像家猪彼肥。	59	c	35.08	NULL	語苑十二
1172	『雉雞與雞』攏是較細隻的鳥、	59	c	35.09	NULL	語苑十二
1173	總是雉雞較賢飛、雞較沒飛、	59	c	35.1	NULL	語苑十二
1174	不拘較賢走、雞角較美、	59	c	35.11	NULL	語苑十二
1175	雞母較無美。	59	c	35.12	NULL	語苑十二
1176	NULL	59	c	54	NULL	語苑十二
1177	長工講、克虧頭家口世、	59	c	54.01	NULL	語苑十二
1178	站此外位在得受寒、	59	c	54.02	NULL	語苑十二
1179	厝內各下昏自然燒滾滾。	59	c	54.03	NULL	語苑十二
1180	邱惇聽了奇怪、心肝內帶疑、便問、	59	c	54.04	NULL	語苑十二
1181	汝案怎樣講出此欵的講。	59	c	54.05	NULL	語苑十二
1182	長工起頭不肯講、	59	c	54.06	NULL	語苑十二
1183	看見邱惇問在趕緊、	59	c	54.07	NULL	語苑十二
1184	彼候仔即講、陳氏美與汪琦私通、	59	c	55.01	NULL	語苑十二
1185	往來利便、汝若出外、	59	c	55.02	NULL	語苑十二
1186	汪琦就到伊房間、	59	c	55.03	NULL	語苑十二
1187	陳氏美口斗我搭酒、	59	c	55.04	NULL	語苑十二
1188	買魚買肉來請伊、飲到醉食到飽飽。	59	c	55.05	NULL	語苑十二
1189	NULL	59	c	58	NULL	語苑十二
1190	在早在支那山東齊魯二國的交界、	59	c	58.01	NULL	語苑十二
1191	彼所再有一個人生三個子、	59	c	58.02	NULL	語苑十二
1192	即口斗恁三個去入學堂、	59	c	58.03	NULL	語苑十二
1193	來教示仁義的情理。	59	c	58.04	NULL	語苑十二
1194	後來到率業返來、	59	c	58.05	NULL	語苑十二
1195	恁老父問恁講仁義的情理怎樣講、	59	c	58.06	NULL	語苑十二
1196	彼個大子應講仁義是	59	c	58.07	NULL	語苑十二
1197	口斗我著痛惜身然後做成好的名聲。	59	c	58.08	NULL	語苑十二
1198	彼個第二子講仁義是	59	c	58.09	NULL	語苑十二
1199	口斗我著放棄身驅來成仁愛的名聲。	59	c	58.1	NULL	語苑十二
1200	彼個第三子講仁義是	59	c	59.01	NULL	語苑十二
1201	口斗我著保護身軀	59	c	59.02	NULL	語苑十二
1202	照顧名聲二項攏能齊全。	59	c	59.03	NULL	語苑十二
1203	今恁三個兄弟是共一個先生教示的、	59	c	59.04	NULL	語苑十二
1204	不拘恁大家的見解攏是無相共。	59	c	59.05	NULL	語苑十二
1205	在印度的所在	59	c	59.06	NULL	語苑十二
1206	曾有人牽著一隻象對街裡過、	59	c	59.07	NULL	語苑十二
1207	有人講彼隻象是烏的有人講白的、	59	c	59.08	NULL	語苑十二
1208	尚有人講花色的、	59	c	59.09	NULL	語苑十二
1209	大家爭到kia真kia現	59	c	59.1	NULL	語苑十二
1210	攏不肯相讓直直要冤家起來。	59	c	59.11	NULL	語苑十二
1211	後來有人去查看到底是甚麼色、	59	c	59.12	NULL	語苑十二
1212	即知三人所講的話攏有一項著。	59	c	59.13	NULL	語苑十二
1213	因為彼隻象是一旁烏、一旁白的、	59	c	60.01	NULL	語苑十二
